txn_date,amount,merchant_raw,category,payment_method,instrument_last4,notes
2026-06-27 11:39:15,364.77,ORBIT GLOBAL TECH LTD,Uncategorized,CC_DEBIT,1941,
2026-06-27 11:23:40,330.75,WWW.ORBITMOBILE.COM,Uncategorized,CC_DEBIT,1941,
2026-06-27 00:00:00,700.0,y43latetdr@postbank,Uncategorized,ACCOUNT_UPI,6167,
2026-06-25 17:50:18,433.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-25 16:26:28,1390.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-25 09:54:34,17418.0,GOIBIBO FLIGHT VIA SMA,Uncategorized,CC_DEBIT,1941,
2026-06-25 00:00:00,700.0,9971448614@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-06-24 20:17:01,386.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-24 00:00:00,200000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-06-24 00:00:00,70.0,smartqpg.cf@axisbank,Uncategorized,RUPAY_CC_UPI,0666,
2026-06-22 21:23:45,7122.0,Unknown,Uncategorized,CC_DEBIT,1941,
2026-06-21 18:56:24,7122.0,GOIBIBO FLIGHT VIA SMA,Uncategorized,CC_DEBIT,1941,
2026-06-21 18:40:03,7122.0,GOIBIBO FLIGHT VIA SMA,Uncategorized,CC_DEBIT,1941,
2026-06-20 16:10:06,5800.0,G TOWN WINES,Uncategorized,CC_DEBIT,1941,
2026-06-20 13:53:41,7708.0,IKEA INDIA,Uncategorized,CC_DEBIT,1941,
2026-06-19 21:45:27,408.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-19 09:05:00,272.21,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-18 18:01:31,312.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-18 17:59:43,417.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-17 21:07:16,354.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-17 20:53:46,896.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-06-17 16:20:19,240.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-06-17 16:17:54,280.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-17 13:13:23,455.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-16 23:45:30,247.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-16 21:05:43,999.0,NOBERO COM,Uncategorized,CC_DEBIT,1941,
2026-06-16 19:36:40,376.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-06-16 19:34:57,393.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-15 22:55:15,388.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-15 09:06:15,130.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-15 08:51:08,376.0,INSTAMART,Uncategorized,CC_DEBIT,1941,
2026-06-14 22:49:15,2291.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-14 22:07:24,267.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-14 15:21:35,399.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-13 23:10:20,692.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-13 12:13:47,311.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-13 00:08:20,154.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-12 17:56:57,65.16,Unknown,Uncategorized,CC_DEBIT,1941,
2026-06-12 15:31:13,721.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-12 11:29:57,350.0,BLINKIT,Uncategorized,CC_DEBIT,1941,
2026-06-10 22:51:07,47.58,Unknown,Uncategorized,CC_DEBIT,1941,
2026-06-10 20:36:01,134.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-10 20:33:21,468.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-10 15:55:54,264.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-09 18:28:52,582.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-06-09 13:49:15,230.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-07 22:15:58,2108.0,5532 YOUMEE KURLA,Uncategorized,CC_DEBIT,1941,
2026-06-07 18:12:18,1272.33,ZOMATO,Uncategorized,CC_DEBIT,1941,
2026-06-07 10:24:42,10987.0,AIR INDIA LTD,Uncategorized,CC_DEBIT,1941,
2026-06-06 22:03:17,34389.0,CT HOTEL VIA SMARTBUY,Uncategorized,CC_DEBIT,1941,
2026-06-05 20:11:54,165.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-05 14:59:41,270.0,BLINKIT,Uncategorized,CC_DEBIT,1941,
2026-06-05 13:04:18,160.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-05 09:09:57,592.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-06-05 02:36:08,286.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-06-04 23:21:11,800.0,BOOKMYSHOW COM,Uncategorized,CC_DEBIT,1941,
2026-06-04 19:47:44,815.64,BOOKMYSHOW COM,Uncategorized,CC_DEBIT,1941,
2026-06-04 12:48:35,4668.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-06-02 20:41:29,430.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-06-01 18:24:13,623.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-05-31 21:35:21,1318.53,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-05-31 00:00:00,107.0,arun9899446561@okaxis,Uncategorized,ACCOUNT_UPI,6167,
2026-05-30 00:00:00,200.0,amankumar97171@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-29 14:17:51,464.73,ZOMATO LTD,Uncategorized,CC_DEBIT,1941,
2026-05-29 00:00:00,140.0,9999406055@ptsbi,Uncategorized,ACCOUNT_UPI,6167,
2026-05-28 22:55:18,682.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-05-28 00:00:00,400.0,9057852809@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-05-28 00:00:00,4800.0,amazon@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-28 00:00:00,370.0,9891677283@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-05-27 20:06:20,1698.0,WWW DAILYOBJECTS COM,Uncategorized,CC_DEBIT,1941,
2026-05-26 21:14:05,346.53,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-05-26 00:00:00,700.0,9971448614@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-05-25 23:38:27,177.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-05-25 17:59:34,1378.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-25 17:41:57,886.0,SWIGGY IN,Uncategorized,CC_DEBIT,1941,
2026-05-25 00:00:00,580.0,9810505317@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-05-25 00:00:00,147.0,7982517241-4@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-25 00:00:00,35.0,paytm.s1y4s1x@pty,Uncategorized,ACCOUNT_UPI,6167,
2026-05-25 00:00:00,173.0,pradeepkushvaha054@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-05-24 22:27:16,662.0,SWIGGY FOOD,Uncategorized,CC_DEBIT,1941,
2026-05-24 14:34:31,201.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-05-24 10:27:05,335.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-05-23 19:29:32,875.64,BOOKMYSHOW COM,Uncategorized,CC_DEBIT,1941,
2026-05-22 13:54:15,883.83,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-05-20 20:00:29,767.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-20 00:00:00,515.0,7827670425@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-05-20 00:00:00,423.0,633280@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-18 16:48:19,339.0,BLINKIT,Uncategorized,CC_DEBIT,1941,
2026-05-18 16:36:43,729.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-18 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-16 14:18:40,143.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-05-15 00:00:00,127.0,9120143028@ibl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-15 00:00:00,141.0,pqr.pc1xl2e@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-05-14 00:00:00,75.0,resident.uidai.payu@icici,Uncategorized,ACCOUNT_UPI,6167,
2026-05-13 21:42:00,957.33,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-05-13 14:16:09,166.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-05-13 12:48:18,804.0,ZEPTO,Uncategorized,CC_DEBIT,1941,
2026-05-10 08:33:50,375.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-05-10 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-05-10 00:00:00,2140.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-05-10 00:00:00,69883.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-05-09 00:00:00,121.0,credpay.swiggy1@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-05-08 00:00:00,24.0,hrideshyadav30@okaxis,Uncategorized,ACCOUNT_UPI,6167,
2026-05-08 00:00:00,400.0,9355626206@ptsbi,Uncategorized,ACCOUNT_UPI,6167,
2026-05-07 21:48:55,222.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-05-05 14:33:56,834.48,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-05-04 23:01:43,135.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-04 22:56:33,1175.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-04 19:45:25,20448.0,CT HOTEL VIA SMARTBUY,Uncategorized,CC_DEBIT,1941,
2026-05-04 19:30:42,19805.0,CT HOTEL VIA SMARTBUY,Uncategorized,CC_DEBIT,1941,
2026-05-04 19:01:07,27278.0,CT HOTEL VIA SMARTBUY,Uncategorized,CC_DEBIT,1941,
2026-05-04 17:40:41,40342.25,Hotel at Booking.com,Uncategorized,CC_DEBIT,1941,
2026-05-03 00:00:00,300.0,8588064571@ptsbi,Uncategorized,ACCOUNT_UPI,6167,
2026-05-02 01:08:01,239.0,www.swiggy.com,Uncategorized,CC_DEBIT,1941,
2026-05-02 00:00:00,10.0,9635360000@ibl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-02 00:00:00,1000.0,amznlpa-smadxsti8k@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-02 00:00:00,1000.0,amznlpa-smadxsti8k@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-02 00:00:00,900.0,9000417730@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-05-01 00:00:00,600.0,7794923413@ptsbi,Uncategorized,ACCOUNT_UPI,6167,
2026-05-01 00:00:00,20.0,yespay.bizs.biz19016.ter1@yesbankltd,Uncategorized,ACCOUNT_UPI,6167,
2026-05-01 00:00:00,244.0,sjayanandam4799@okhdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-04-30 23:40:02,854.0,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-04-30 21:31:28,743.0,BAWARCHI RESTAURANT,Uncategorized,CC_DEBIT,1941,
2026-04-30 05:24:53,2.0,Airport Lounge,Uncategorized,CC_DEBIT,1941,
2026-04-30 00:00:00,360.0,lonka.kumaraswamy@uboi,Uncategorized,ACCOUNT_UPI,6167,
2026-04-30 00:00:00,360.0,6302725834-2@ibl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-30 00:00:00,179.0,7207455787@ptsbi,Uncategorized,ACCOUNT_UPI,6167,
2026-04-30 00:00:00,350.0,amznlpa-67n5mkwklk@yapl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-30 00:00:00,350.0,amznlpa-smadxsti8k@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-29 22:12:00,6688.0,GOIBIBO FLIGHT VIA SMA,Uncategorized,CC_DEBIT,1941,
2026-04-29 15:09:13,3460.0,AIR INDIA LTD,Uncategorized,CC_DEBIT,1941,
2026-04-29 00:00:00,350.0,amznlpa-67n5mkwklk@yapl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-29 00:00:00,400.0,amazonpaybalanceload@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-28 14:53:02,398.0,ZEPTO MARKETPLACE PRIV,Uncategorized,CC_DEBIT,1941,
2026-04-28 00:26:37,9929.56,AIRBNB,Uncategorized,CC_DEBIT,1941,
2026-04-28 00:13:25,20033.44,AIRBNB,Uncategorized,CC_DEBIT,1941,
2026-04-27 16:10:13,588.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-04-27 13:09:11,420.94,ETERNAL LIMITED,Uncategorized,CC_DEBIT,1941,
2026-04-26 00:00:00,1.0,alishamehranliu@okhdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-04-24 00:00:00,700.0,9971448614@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-04-23 13:48:38,13516.0,GOIBIBO FLIGHT VIA SMA,Uncategorized,CC_DEBIT,1941,
2026-04-22 15:15:51,198.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-04-22 00:00:00,10000.0,9711078156@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-20 21:19:01,228.84,BOOK MY SHOW SMART GAT,Uncategorized,CC_DEBIT,1941,
2026-04-20 16:06:32,354.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-04-19 16:03:27,4806.0,HONESTLY ITALIAN PRIVA,Uncategorized,CC_DEBIT,1941,
2026-04-19 15:14:28,6470.0,UNIQLO INDIA PVT LTD,Uncategorized,CC_DEBIT,1941,
2026-04-19 15:01:38,13447.0,DSI VASANT KUNJ,Uncategorized,CC_DEBIT,1941,
2026-04-19 00:00:00,80.0,9695532095-2@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-18 00:00:00,182.0,8102460575@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-04-18 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-17 20:35:22,920.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-04-16 00:27:41,365.0,AMAZON,Uncategorized,CC_DEBIT,1941,
2026-04-12 00:00:00,242.0,gpay-11167066372@okbizaxis,Uncategorized,ACCOUNT_UPI,6167,
2026-04-10 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-04-09 00:00:00,430.0,bharatpe.9p0q0v0l6h981652@unitype,Uncategorized,ACCOUNT_UPI,6167,
2026-04-09 00:00:00,75.0,paytmqr6lc36h@ptys,Uncategorized,ACCOUNT_UPI,6167,
2026-04-09 00:00:00,150.0,9918946500@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-05 00:00:00,195.25,amazonpayhfc@rapl,Uncategorized,ACCOUNT_UPI,6167,
2026-04-02 00:00:00,731.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-04-01 00:00:00,371.0,9911676584@ptyes,Uncategorized,ACCOUNT_UPI,6167,
2026-04-01 00:00:00,432.0,9958672942@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-03-27 00:00:00,50000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-03-27 00:00:00,3500.0,shikhingarg-1@okicici,Uncategorized,ACCOUNT_UPI,6167,
2026-03-25 00:00:00,50000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-03-19 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-03-18 00:00:00,50000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-03-15 00:00:00,69.62,withpronto2.easebuzz@kotakpay,Uncategorized,ACCOUNT_UPI,6167,
2026-03-14 00:00:00,257.24,withpronto2.easebuzz@kotakpay,Uncategorized,ACCOUNT_UPI,6167,
2026-03-13 00:00:00,1759.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-03-13 00:00:00,109000.0,groww.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-03-13 00:00:00,100000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-03-12 00:00:00,103613.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-03-10 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-03-09 00:00:00,478.0,9999735131@axl,Uncategorized,ACCOUNT_UPI,6167,
2026-03-04 00:00:00,500.0,ruchijha28@okaxis,Uncategorized,ACCOUNT_UPI,6167,
2026-02-26 00:00:00,100000.0,aebc373007241892003@sc,Uncategorized,ACCOUNT_UPI,6167,
2026-02-18 00:00:00,438.0,urbancompany1.payu@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-02-18 00:00:00,202.06,amazonpayhfc@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-02-17 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-02-15 00:00:00,30.0,9311544694@ybl,Uncategorized,ACCOUNT_UPI,6167,
2026-02-15 00:00:00,237.0,urbancompany1.payu@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-02-15 00:00:00,87.32,pronto000.easebuzz@ypbiz,Uncategorized,ACCOUNT_UPI,6167,
2026-02-10 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-02-10 00:00:00,350.0,amznlpa-67n5mkwklk@yapl,Uncategorized,ACCOUNT_UPI,6167,
2026-02-07 00:00:00,38308.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-02-04 00:00:00,1500.0,maxhealthcare3.payu@axisbank,Uncategorized,ACCOUNT_UPI,6167,
2026-02-03 00:00:00,60000.0,groww.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-02-02 00:00:00,100000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-02-02 00:00:00,115000.0,groww.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-02-02 00:00:00,208.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-01-24 00:00:00,700.0,9971448614@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2026-01-18 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2026-01-16 00:00:00,13305.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-01-10 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2026-01-09 00:00:00,150000.0,groww.iccl2.brk@validicici,Uncategorized,ACCOUNT_UPI,6167,
2026-01-09 00:00:00,52224.0,iciciprulifeins2.bdsi@icici,Uncategorized,ACCOUNT_UPI,6167,
2026-01-09 00:00:00,43259.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2026-01-04 00:00:00,299.0,billdeskpg.appleservices@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2025-12-24 00:00:00,700.0,9971448614@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2025-12-22 00:00:00,100000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2025-12-22 00:00:00,440.0,mc3150519@oksbi,Uncategorized,ACCOUNT_UPI,6167,
2025-12-22 00:00:00,3000.0,rishabhvohra2895@okhdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2025-08-26 12:06:32,8770.0,GMR AIRPORTS LIMITED D,Uncategorized,CC_DEBIT,1941,
2023-12-01 09:43:47,300000.0,TALABAT - D,Uncategorized,AXIS_CC_DEBIT,6483,
2023-11-30 15:13:48,300000.0,TALABAT - D,Uncategorized,AXIS_CC_DEBIT,6483,
2023-11-30 12:36:50,300000.0,TALABAT - D,Uncategorized,AXIS_CC_DEBIT,6483,
2001-06-26 00:00:00,3650.0,amazon@rapl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,199.0,amazonupi@apl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,456.0,amazonpaygrocery@rapl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,195.0,appleservices.bdsi@hdfcbank,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,40.0,paytmqr6dzfu5@ptys,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,171777.0,cred.club@axisb,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,3492.0,q405249010@ybl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,178.0,ashok3456@ibl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,735.0,Unknown,Uncategorized,RUPAY_CC_UPI,0666,
2001-06-26 00:00:00,156.0,9718476693-2@axl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,180.0,Unknown,Uncategorized,RUPAY_CC_UPI,0666,
2001-06-26 00:00:00,211.0,9560569285@nyes,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,80.0,9311544694@ybl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,500.0,amznlpa-smadxsti8k@rapl,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,37.0,Unknown,Uncategorized,RUPAY_CC_UPI,0666,
2001-06-26 00:00:00,190.0,9650403671@pthdfc,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,495.0,Unknown,Uncategorized,RUPAY_CC_UPI,0666,
2001-06-26 00:00:00,155.0,7895678473@kotak,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,579.0,swiggyupi@axb,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,200000.0,groww.iccl1.brk@validhdfc,Uncategorized,ACCOUNT_UPI,6167,
2001-06-26 00:00:00,25.0,Unknown,Uncategorized,RUPAY_CC_UPI,0666,
2001-06-26 00:00:00,151.0,9756766172-3@ybl,Uncategorized,ACCOUNT_UPI,6167,
